word,weight,frequency,weight_pct,frequency_pct,hits
blur,75.84,25,0.00322693724298,0.000502684334345,1896
endless,74.8666666667,15,0.0031855226124,0.000301610600607,1123
virtual,73.0,34,0.00310609729348,0.00068365069471,2482
japanese,70.3571428571,14,0.00299364563021,0.000281503227233,985
report,69.4117647059,17,0.00295342047245,0.000341825347355,1180
note,68.6315789474,19,0.00292022413172,0.000382040094103,1304
reader,68.3538461538,65,0.00290840680188,0.0013069792693,4443
record,68.2903225806,31,0.00290570391971,0.000623328574588,2117
pro,66.6766256591,569,0.0028370422808,0.0114410954497,37939
monitor,66.0697674419,43,0.00281122090181,0.000864617055074,2841
beach,65.3076923077,13,0.00277879515507,0.00026139585386,849
camera,65.2772277228,101,0.00277749890898,0.00203084471076,6593
fight,62.5333333333,15,0.00266074818382,0.000301610600607,938
tours,62.3928571429,28,0.00265477102334,0.000563006454467,1747
interactive,60.5,10,0.00257423131857,0.000201073733738,605
die,60.3333333333,21,0.00256713977224,0.00042225484085,1267
recording,59.3333333333,12,0.00252459049425,0.000241288480486,712
pic,57.975,40,0.00246679439164,0.000804294934953,2319
plane,57.3076923077,13,0.00243840093113,0.00026139585386,745
instant,57.0,21,0.0024253088456,0.00042225484085,1197
audio,56.1818181818,66,0.00239049579996,0.00132708664267,3708
show,55.8709677419,31,0.00237726933818,0.000623328574588,1732
hide,54.6363636364,11,0.00232473782488,0.000221181107112,601
my,54.4435483871,124,0.00231653367524,0.00249331429835,6751
private,53.8695652174,23,0.00229211110579,0.000462469587598,1239
own,52.1875,16,0.00222054044525,0.000321717973981,835
budget,51.4615384615,26,0.00218965130594,0.000522791707719,1338
creator,51.0810810811,37,0.0021734631191,0.000743972814831,1890
plus,51.0,44,0.00217001317764,0.000884724428448,2244
vault,50.75,16,0.00215937585814,0.000321717973981,812
–,50.6478873239,284,0.0021550310375,0.00571049403816,14384
snow,49.4117647059,17,0.00210243491259,0.000341825347355,840
motion,49.125,16,0.0020902332814,0.000321717973981,786
castle,49.0769230769,13,0.00208818764304,0.00026139585386,638
playlist,48.8,15,0.00207640476605,0.000301610600607,732
iphone,48.1935483871,31,0.00205060068779,0.000623328574588,1494
ipad,47.7096774194,31,0.00203001232747,0.000623328574588,1479
video,45.7869565217,230,0.00194820194149,0.00462469587598,10531
master,45.2391304348,46,0.00192489233703,0.000924939175196,2081
album,45.2272727273,22,0.00192438780013,0.000442362214224,995
with,44.4484536082,194,0.00189124960893,0.00390083043452,8623
fast,44.1951219512,41,0.00188047052983,0.000824402308326,1812
events,43.8333333333,24,0.00186507668536,0.000482576960972,1052
on,43.6736842105,95,0.00185828373045,0.00191020047051,4149
manage,43.5714285714,14,0.00185393282683,0.000281503227233,610
information,43.2,10,0.00183812880929,0.000201073733738,432
point,42.3846153846,13,0.00180343478262,0.00026139585386,551
from,42.1666666667,30,0.00179416122203,0.000603221201214,1265
race,41.5588235294,34,0.00176829793541,0.00068365069471,1413
touch,41.25,20,0.00175515771721,0.000402147467476,825
city,41.1711711712,111,0.00175180360746,0.00223191844449,4570
finance,40.9583333333,24,0.00174274751113,0.000482576960972,983
healthy,40.875,16,0.00173920173796,0.000321717973981,654
atlas,39.4,15,0.00167644155292,0.000301610600607,591
split,39.2777777778,18,0.00167124108561,0.000361932720729,707
calls,39.2142857143,14,0.00166853954415,0.000281503227233,549
for,38.4930270714,1219,0.00163785050965,0.0245108881427,46923
secret,38.4848484848,33,0.0016375025167,0.000663543321336,1270
control,38.05,20,0.00161900002763,0.000402147467476,761
light,37.9285714286,14,0.00161383332959,0.000281503227233,531
old,36.9,10,0.00157006835794,0.000201073733738,369
wind,36.8571428571,21,0.00156824481745,0.00042225484085,774
windria,36.6,15,0.00155730357454,0.000301610600607,549
imessage,36.5833333333,12,0.00155659441991,0.000241288480486,439
clock,36.4473684211,38,0.00155080921106,0.000764080188205,1385
tale,36.3846153846,13,0.00154813911466,0.00026139585386,473
twitter,36.0625,16,0.00153443333762,0.000321717973981,577
your,36.0510638298,235,0.00153394673683,0.00472523274285,8472
quick,35.8709677419,31,0.00152628377833,0.000623328574588,1112
baseball,35.78125,32,0.00152246635318,0.000643435947962,1145
photo,35.3688311688,385,0.00150491822969,0.00774133874892,13617
client,35.3333333333,15,0.00150340782242,0.000301610600607,530
index,35.2666666667,15,0.00150057120388,0.000301610600607,529
radar,35.2105263158,38,0.00149818247249,0.000764080188205,1338
book,34.7547169811,212,0.00147878811439,0.00426276315525,7368
high,34.7037037037,27,0.00147661753627,0.000542899081093,937
mass,34.6363636364,11,0.00147375226503,0.000221181107112,381
life,34.125,56,0.00145199411151,0.00112601290893,1911
food,33.7666666667,30,0.00143674728689,0.000603221201214,1013
res,33.5,14,0.00142540081276,0.000281503227233,469
mixer,33.1666666667,12,0.0014112177201,0.000241288480486,398
simple,33.1463414634,41,0.00141035289737,0.000824402308326,1359
file,33.1052631579,19,0.00140860504513,0.000382040094103,629
keep,32.9285714286,14,0.00140108693962,0.000281503227233,461
an,32.8421052632,19,0.00139740786671,0.000382040094103,624
image,32.7727272727,22,0.00139445588331,0.000442362214224,721
timer,32.625,24,0.00138817019452,0.000482576960972,783
effect,32.5625,32,0.00138551086464,0.000643435947962,1042
go,32.0185185185,54,0.00136236484537,0.00108579816219,1729
by,31.6379310345,116,0.00134617112271,0.00233245531136,3670
photos,31.4754098361,61,0.00133925596306,0.0012265497758,1920
edit,31.3157894737,38,0.00133246423188,0.000764080188205,1190
text,31.2459016393,61,0.00132949055499,0.0012265497758,1906
gps,30.9607843137,153,0.00131735901864,0.00307642812619,4737
noaa,30.5909090909,22,0.00130162109496,0.000442362214224,673
safe,30.5333333333,15,0.00129917128805,0.000301610600607,458
create,30.3725490196,51,0.00129233003159,0.00102547604206,1549
scan,30.3703703704,27,0.00129223733164,0.000542899081093,820
speed,30.2678571429,56,0.00128787546782,0.00112601290893,1695
journal,30.25,12,0.00128711565929,0.000241288480486,363
notes,30.1025641026,39,0.0012808423683,0.000784187561579,1174
planner,29.8461538462,26,0.00126993229702,0.000522791707719,776
call,29.7916666667,24,0.00126761390687,0.000482576960972,715
space,29.7352941176,34,0.00126521529561,0.00068365069471,1011
football,29.6976744186,43,0.00126361460458,0.000864617055074,1277
get,29.625,56,0.00126052236054,0.00112601290893,1659
bmi,29.4615384615,13,0.0012535671901,0.00026139585386,383
online,29.1557377049,122,0.00124055558869,0.00245309955161,3557
candy,28.8571428571,21,0.00122785059351,0.00042225484085,606
,28.4242886516,15077,0.00120943295959,0.303158868357,428553
security,28.4210526316,19,0.00120929526927,0.000382040094103,540
tracker,28.324137931,145,0.00120517161874,0.0029155691392,4107
tube,28.0,13,0.0011913797838,0.00026139585386,364
meter,27.6470588235,17,0.00117636239157,0.000341825347355,470
phone,27.2894736842,38,0.00116114740207,0.000764080188205,1037
to,27.1589595376,346,0.00115559411936,0.00695715118734,9397
l,26.8333333333,30,0.00114173895948,0.000603221201214,805
thermometer,26.6923076923,13,0.00113573842027,0.00026139585386,347
day,26.4743589744,78,0.00112646485968,0.00156837512316,2065
nature,26.3076923077,13,0.00111937331335,0.00026139585386,342
sky,26.2285714286,35,0.00111600677707,0.000703758068084,918
of,26.2201492537,268,0.00111564841961,0.00538877606418,7027
filters,26.0769230769,26,0.0011095542492,0.000522791707719,678
ball,25.8846153846,52,0.00110137169574,0.00104558341544,1346
time,25.8,60,0.00109777137222,0.00120644240243,1548
art,25.5869565217,46,0.00108870652604,0.000924939175196,1177
ultimate,25.5454545455,22,0.00108694064691,0.000442362214224,562
effects,25.4901960784,51,0.00108458943903,0.00102547604206,1300
filter,25.4285714286,21,0.00108196735468,0.00042225484085,534
manager,25.3389830508,59,0.00107815543389,0.00118633502906,1495
drum,25.3,10,0.00107649673322,0.000201073733738,253
editor,25.225,200,0.00107330553737,0.00402147467476,5045
editing,24.9,10,0.00105947702202,0.000201073733738,249
pics,24.8095238095,21,0.00105562732544,0.00042225484085,521
and,24.7147826087,575,0.00105159615575,0.0115617396899,14211
podcast,24.4166666667,12,0.00103891153766,0.000241288480486,293
relax,24.3125,16,0.0010344793212,0.000321717973981,389
page,24.3076923077,13,0.00103427475737,0.00026139585386,316
logo,24.2857142857,21,0.0010333396084,0.00042225484085,510
quotes,24.2352941176,17,0.00103119426665,0.000341825347355,412
unlimited,24.2333333333,30,0.00103111083669,0.000603221201214,727
simulator,24.2277227723,101,0.00103087211137,0.00203084471076,2447
movie,24.2142857143,28,0.00103030037426,0.000563006454467,678
alerts,24.2,15,0.00102969252743,0.000301610600607,363
up,24.0769230769,52,0.00102445569321,0.00104558341544,1252
water,23.8888888889,27,0.00101645497427,0.000542899081093,645
wallpaper,23.8888888889,36,0.00101645497427,0.000723865441457,860
united,23.8,15,0.00101267281623,0.000301610600607,357
maker,23.7159763314,169,0.0010090976698,0.00339814610017,4008
it,23.6279069767,43,0.00100535038234,0.000864617055074,1016
tuner,23.5833333333,12,0.001003453806,0.000241288480486,283
cat,23.5135135135,37,0.00100048302308,0.000743972814831,870
advanced,23.5,10,0.000999908032833,0.000201073733738,235
things,23.3846153846,26,0.000994998500757,0.000522791707719,608
easily,23.3846153846,13,0.000994998500757,0.00026139585386,304
girl,23.375,24,0.000994589373084,0.000482576960972,561
voice,22.95,60,0.000976505929937,0.00120644240243,1377
in,22.893258427,178,0.000974091616972,0.00357911246054,4075
at,22.8181818182,22,0.000970897161474,0.000442362214224,502
you,22.5882352941,51,0.000961113102898,0.00102547604206,1152
current,22.2727272727,11,0.000947688464387,0.000221181107112,245
tool,22.2075471698,53,0.000944915098069,0.00106569078881,1177
emoji,22.1142857143,70,0.000940946890471,0.00140751613617,1548
list,21.95,40,0.000933956651944,0.000804294934953,878
loss,21.9333333333,15,0.000933247497311,0.000301610600607,329
complete,21.9166666667,12,0.000932538342678,0.000241288480486,263
canada,21.8,20,0.000927574260245,0.000402147467476,436
alarm,21.7666666667,30,0.000926155950979,0.000603221201214,653
gym,21.75,16,0.000925446796345,0.000321717973981,348
stock,21.6875,16,0.000922787466471,0.000321717973981,347
mark,21.6363636364,11,0.000920611651119,0.000221181107112,238
dress,21.5833333333,12,0.000918355250013,0.000241288480486,259
real,21.3870967742,62,0.000910005526106,0.00124665714918,1326
dj,21.0952380952,21,0.000897587150041,0.00042225484085,443
play,21.0166666667,60,0.000894243992484,0.00120644240243,1261
car,20.9857142857,140,0.000892926991022,0.00281503227233,2938
email,20.9230769231,13,0.000890261816467,0.00026139585386,272
paris,20.6666666667,12,0.000879351745187,0.000241288480486,248
vr,20.3484848485,66,0.000865813338552,0.00132708664267,1343
proxy,20.3333333333,12,0.000865168652522,0.000241288480486,244
vpn,20.3103448276,58,0.000864190508201,0.00116622765568,1178
account,20.2,10,0.000859495415457,0.000201073733738,202
reminder,20.1724137931,29,0.00085832164227,0.000583113827841,585
be,20.0952380952,21,0.000855037872048,0.00042225484085,422
step,20.0625,16,0.000853644889732,0.000321717973981,321
sleep,19.9333333333,45,0.000848148941325,0.000904831801822,897
premium,19.8148148148,27,0.000843106063933,0.000542899081093,535
gifs,19.7,10,0.00083822077646,0.000201073733738,197
collage,19.5405405405,37,0.000831435891591,0.000743972814831,723
youtube,19.2727272727,11,0.000820040630409,0.000221181107112,212
unit,19.2307692308,13,0.000818255346017,0.00026139585386,250
scanner,19.1666666667,66,0.000815527828197,0.00132708664267,1265
sound,19.0625,32,0.00081109561174,0.000643435947962,610
power,19.0454545455,22,0.000810370339956,0.000442362214224,419
battery,19.0,12,0.000808436281865,0.000241288480486,228
name,19.0,13,0.000808436281865,0.00026139585386,247
crop,18.9230769231,13,0.000805163260481,0.00026139585386,246
weight,18.8461538462,26,0.000801890239097,0.000522791707719,490
converter,18.7555555556,45,0.000798035347245,0.000904831801822,844
care,18.7428571429,35,0.000797495038953,0.000703758068084,656
controller,18.7272727273,11,0.000796831933322,0.000221181107112,206
perfect,18.6666666667,15,0.000794253189201,0.000301610600607,280
ninja,18.6451612903,31,0.000793338150964,0.000623328574588,578
song,18.5217391304,23,0.000788086627173,0.000462469587598,426
calculator,18.4193548387,124,0.000783730249482,0.00249331429835,2284
barcode,18.4166666667,12,0.000783615869703,0.000241288480486,221
daily,18.3384615385,65,0.000780288297962,0.0013069792693,1192
temperature,18.2727272727,11,0.000777491352416,0.000221181107112,201
a,18.2425742574,202,0.000776208363385,0.00406168942151,3685
view,18.2352941176,17,0.000775898598694,0.000341825347355,310
keyboard,17.8947368421,76,0.000761408132504,0.00152816037641,1360
bluetooth,17.8181818182,11,0.00075815077151,0.000221181107112,196
slow,17.8,10,0.000757377148274,0.000201073733738,178
social,17.6666666667,90,0.000751703911208,0.00180966360364,1590
travel,17.6402439024,164,0.000750579641667,0.00329760923331,2893
picture,17.6279069767,43,0.000750054714386,0.000864617055074,758
exchange,17.5833333333,12,0.000748158138042,0.000241288480486,211
jazz,17.5833333333,12,0.000748158138042,0.000241288480486,211
is,17.5652173913,23,0.000747387317788,0.000462469587598,404
sticker,17.5555555556,27,0.000746976213653,0.000542899081093,474
me,17.393442623,61,0.000740078425417,0.0012265497758,1061
data,17.3333333333,21,0.000737520818544,0.00042225484085,364
uv,17.1,10,0.000727592653679,0.000201073733738,171
expense,17.0,15,0.000723337725879,0.000301610600607,255
cam,17.0,22,0.000723337725879,0.000442362214224,374
share,16.8275862069,29,0.000716001643467,0.000583113827841,488
add,16.8,30,0.000714827870281,0.000603221201214,504
pregnancy,16.75,24,0.000712700406381,0.000482576960972,402
tv,16.7397260274,73,0.000712263256265,0.00146783825629,1222
the,16.6564417178,489,0.000708719569023,0.0098325055798,8145
password,16.6428571429,14,0.000708141555167,0.000281503227233,233
grid,16.6363636364,11,0.000707865261155,0.000221181107112,183
rate,16.4761904762,21,0.000701050008835,0.00042225484085,346
heart,16.4583333333,24,0.0007002902003,0.000482576960972,395
pdf,16.3958333333,48,0.000697630870425,0.000965153921943,787
guitar,16.380952381,21,0.000696997696646,0.00042225484085,344
pictures,16.380952381,21,0.000696997696646,0.00042225484085,344
all,16.3333333333,51,0.000694971540551,0.00102547604206,833
flow,16.0833333333,12,0.000684334221052,0.000241288480486,193
selfie,16.0294117647,34,0.000682039897239,0.00068365069471,545
tempo,16.0,12,0.000680788447886,0.000241288480486,192
currency,16.0,19,0.000680788447886,0.000382040094103,304
just,15.9090909091,11,0.000676920331705,0.000221181107112,175
save,15.88,25,0.000675682534527,0.000502684334345,397
find,15.8571428571,49,0.000674709979602,0.000985261295317,777
track,15.8541666667,48,0.000674583344846,0.000965153921943,761
date,15.7272727273,11,0.000669184099343,0.000221181107112,173
people,15.7222222222,18,0.000668969203999,0.000361932720729,283
background,15.7142857143,21,0.000668631511317,0.00042225484085,330
money,15.6458333333,48,0.000665718911931,0.000965153921943,751
beauty,15.6176470588,34,0.000664519606301,0.00068365069471,531
changer,15.55,20,0.00066164127279,0.000402147467476,311
gif,15.3793103448,29,0.000654378551201,0.000583113827841,446
stream,15.3636363636,11,0.000653711634618,0.000221181107112,169
stations,15.3469387755,49,0.000653001164299,0.000985261295317,752
free,15.3106796117,103,0.000651458363056,0.0020710594575,1577
merge,15.3,10,0.000651003953291,0.000201073733738,153
turn,15.1818181818,11,0.000645975402256,0.000221181107112,167
design,15.0689655172,29,0.000641173602858,0.000583113827841,437
home,15.06,50,0.000640792126573,0.00100536866869,753
reverse,15.0,10,0.000638239169893,0.000201073733738,150
low,14.9,10,0.000633984242094,0.000201073733738,149
charts,14.8461538462,13,0.000631693127125,0.00026139585386,193
followers,14.8378378378,37,0.000631339286976,0.000743972814831,549
reference,14.8,10,0.000629729314295,0.000201073733738,148
anime,14.7,10,0.000625474386496,0.000201073733738,147
break,14.6923076923,13,0.000625147084357,0.00026139585386,191
instagram,14.6774193548,62,0.000624513596347,0.00124665714918,910
stress,14.65,20,0.000623346922596,0.000402147467476,293
dictionary,14.6202531646,79,0.000622081216225,0.00158848249653,1155
live,14.6052631579,190,0.000621443402265,0.00382040094103,2775
action,14.56,25,0.000619517487577,0.000502684334345,364
no,14.5555555556,18,0.000619328379674,0.000361932720729,262
awesome,14.5454545455,11,0.000618898588988,0.000221181107112,160
mosaic,14.5384615385,13,0.000618601041589,0.00026139585386,189
easy,14.406779661,59,0.000612998072779,0.00118633502906,850
documents,14.3636363636,11,0.000611162356625,0.000221181107112,158
document,14.3333333333,15,0.000609872984565,0.000301610600607,215
smart,14.3012048193,83,0.000608505939489,0.00166891199003,1187
body,14.2941176471,34,0.000608204385428,0.00068365069471,486
compass,14.2857142857,21,0.00060784682847,0.00042225484085,300
|,14.1538461538,52,0.000602235934669,0.00104558341544,736
wifi,14.1176470588,17,0.000600695689311,0.000341825347355,240
run,14.0476190476,42,0.000597716047995,0.0008445096817,590
check,14.0,21,0.000595689891901,0.00042225484085,294
builder,14.0,11,0.000595689891901,0.000221181107112,154
counter,13.9655172414,29,0.000594222675418,0.000583113827841,405
auto,13.9193548387,62,0.000592258498514,0.00124665714918,863
contacts,13.9,10,0.000591434964101,0.000201073733738,139
makeup,13.9,10,0.000591434964101,0.000201073733738,139
holy,13.8888888889,18,0.000590962194346,0.000361932720729,250
can,13.8571428571,14,0.000589611423616,0.000281503227233,194
strike,13.8,10,0.000587180036302,0.000201073733738,138
secure,13.7777777778,18,0.000586234496791,0.000361932720729,248
cube,13.7333333333,15,0.000584343417769,0.000301610600607,206
s,13.610619469,226,0.000579122031443,0.00454426638248,3076
lab,13.5625,16,0.000577074582779,0.000321717973981,217
lights,13.5555555556,27,0.000576779101681,0.000542899081093,366
route,13.5384615385,13,0.000576051763596,0.00026139585386,176
multiple,13.5,10,0.000574415252904,0.000201073733738,135
vs,13.4545454545,11,0.000572481194814,0.000221181107112,148
google,13.4166666667,12,0.000570869479738,0.000241288480486,161
network,13.3870967742,31,0.000569611302163,0.000623328574588,415
king,13.380952381,21,0.000569349862667,0.00042225484085,281
education,13.3076923077,13,0.000566232699444,0.00026139585386,173
app,13.2736842105,380,0.000564785679464,0.00764080188205,5044
messages,13.2727272727,11,0.000564744962451,0.000221181107112,146
snapchat,13.2727272727,11,0.000564744962451,0.000221181107112,146
northern,13.2307692308,26,0.00056295967806,0.000522791707719,344
apps,13.125,24,0.000558459273657,0.000482576960972,315
send,13.1,10,0.000557395541707,0.000201073733738,131
baby,13.0149253731,67,0.000553775677758,0.00134719401605,872
songs,13.0,28,0.000553140613908,0.000563006454467,364
meme,12.9090909091,11,0.000549272497726,0.000221181107112,142
latest,12.9090909091,11,0.000549272497726,0.000221181107112,142
h,12.8947368421,19,0.00054866174254,0.000382040094103,245
mini,12.8928571429,28,0.000548581762694,0.000563006454467,361
toddlers,12.8387096774,31,0.000546277827135,0.000623328574588,398
doctor,12.8333333333,12,0.000546049067575,0.000241288480486,154
management,12.8275862069,29,0.000545804531495,0.000583113827841,372
hd,12.8235294118,85,0.000545631917791,0.00170912673677,1090
schedule,12.7647058824,17,0.000543129019086,0.000341825347355,217
games,12.75,180,0.000542503294409,0.00361932720729,2295
shot,12.6923076923,13,0.000540048528371,0.00026139585386,165
tools,12.6666666667,18,0.000538957521243,0.000361932720729,228
square,12.6363636364,11,0.000537668149183,0.000221181107112,139
generator,12.6206896552,29,0.0005370012326,0.000583113827841,366
thug,12.6,10,0.00053612090271,0.000201073733738,126
diary,12.5333333333,15,0.000533284284178,0.000301610600607,188
reality,12.5,24,0.000531865974911,0.000482576960972,300
translator,12.4705882353,51,0.000530614525558,0.00102547604206,636
jump,12.4418604651,43,0.000529392179679,0.000864617055074,535
backup,12.4166666667,12,0.000528320201745,0.000241288480486,149
speedometer,12.3636363636,11,0.000526063800639,0.000221181107112,136
random,12.25,12,0.000521228655413,0.000241288480486,147
cut,12.2,20,0.000519101191513,0.000402147467476,244
mobile,12.1793103448,145,0.000518220861624,0.0029155691392,1766
search,12.1333333333,30,0.00051626457298,0.000603221201214,364
story,12.1304347826,23,0.00051614124174,0.000462469587598,279
multi,11.9333333333,15,0.000507754717382,0.000301610600607,179
stories,11.9318181818,44,0.000507690248779,0.000884724428448,525
speech,11.9285714286,14,0.000507552101772,0.000281503227233,167
viewer,11.875,16,0.000505272676166,0.000321717973981,190
alert,11.8636363636,44,0.000504789161643,0.000884724428448,522
store,11.8571428571,14,0.00050451286763,0.000281503227233,166
like,11.8333333333,12,0.000503499789583,0.000241288480486,142
face,11.8260869565,46,0.000503191461481,0.000924939175196,544
places,11.7333333333,15,0.000499244861783,0.000301610600607,176
assistant,11.7272727273,22,0.000498986987371,0.000442362214224,258
more,11.71875,32,0.000498624351479,0.000643435947962,375
maps,11.7118644068,59,0.000498331374459,0.00118633502906,691
open,11.7,10,0.000497826552517,0.000201073733738,117
swap,11.6923076923,13,0.000497499250378,0.00026139585386,152
watch,11.6923076923,26,0.000497499250378,0.000522791707719,304
study,11.6551724138,29,0.00049591917109,0.000583113827841,338
escape,11.6037735849,53,0.000493732188031,0.00106569078881,615
code,11.5675675676,37,0.000492191648134,0.000743972814831,428
map,11.4571428571,210,0.000487493156433,0.0042225484085,2406
channel,11.4444444444,18,0.000486952848141,0.000361932720729,206
noise,11.4347826087,23,0.000486541744006,0.000462469587598,263
remote,11.4285714286,14,0.000486277462776,0.000281503227233,160
mail,11.4,10,0.000485061769119,0.000201073733738,114
now,11.358974359,39,0.000483316157714,0.000784187561579,443
human,11.3076923077,13,0.000481134143458,0.00026139585386,147
read,11.3043478261,23,0.000480991838181,0.000462469587598,260
traffic,11.2,45,0.00047655191352,0.000904831801822,504
sounds,11.1851851852,81,0.000475921553846,0.00162869724328,906
make,11.08,50,0.000471446000161,0.00100536866869,554
words,11.0697674419,43,0.0004710106122,0.000864617055074,476
what,11.0,14,0.000468042057922,0.000281503227233,154
cool,10.9642857143,28,0.000466522440851,0.000563006454467,307
animated,10.9230769231,26,0.000464769036538,0.000522791707719,284
companion,10.9,10,0.000463787130123,0.000201073733738,109
wallpapers,10.9,40,0.000463787130123,0.000804294934953,436
box,10.9,30,0.000463787130123,0.000603221201214,327
draw,10.8095238095,21,0.000459937433542,0.00042225484085,227
amazing,10.7931034483,29,0.000459238759027,0.000583113827841,313
number,10.7222222222,18,0.000456222814035,0.000361932720729,193
manual,10.6666666667,15,0.000453858965258,0.000301610600607,160
drops,10.6153846154,13,0.000451676951002,0.00026139585386,138
frame,10.5813953488,43,0.00045023073225,0.000864617055074,455
anonymous,10.5,10,0.000446767418925,0.000201073733738,105
great,10.4210526316,19,0.0004434082654,0.000382040094103,198
today,10.4210526316,38,0.0004434082654,0.000764080188205,396
level,10.4,15,0.000442512491126,0.000301610600607,156
hot,10.4,25,0.000442512491126,0.000502684334345,260
id,10.3333333333,21,0.000439675872593,0.00042225484085,217
town,10.3076923077,13,0.000438584865465,0.00026139585386,134
pixel,10.2727272727,11,0.000437097128472,0.000221181107112,113
gold,10.25,16,0.000436130099427,0.000321717973981,164
fly,10.2352941176,17,0.000435504374751,0.000341825347355,174
tracking,10.1428571429,14,0.000431571248214,0.000281503227233,142
color,10.0227272727,88,0.000426459808974,0.0017694488569,882
prank,10.0,12,0.000425492779929,0.000241288480486,120
lock,9.95833333333,24,0.000423719893346,0.000482576960972,239
first,9.88,25,0.00042038686657,0.000502684334345,247
betting,9.8125,16,0.000417514790305,0.000321717973981,157
cars,9.80952380952,21,0.000417388155549,0.00042225484085,206
studio,9.78378378378,37,0.000416292936039,0.000743972814831,362
sing,9.75,12,0.000414855460431,0.000241288480486,117
super,9.70833333333,48,0.000413082573848,0.000965153921943,466
adults,9.62857142857,35,0.000409688762389,0.000703758068084,337
insta,9.61904761905,21,0.00040928353117,0.00042225484085,202
—,9.59259259259,27,0.000408157888895,0.000542899081093,259
x,9.58333333333,24,0.000407763914099,0.000482576960972,230
college,9.57142857143,14,0.000407257375075,0.000281503227233,134
info,9.54545454545,22,0.000406152199023,0.000442362214224,210
stickers,9.54237288136,118,0.000406021076441,0.00237267005811,1126
times,9.53846153846,13,0.000405854651625,0.00026139585386,124
mind,9.53846153846,13,0.000405854651625,0.00026139585386,124
message,9.51851851852,27,0.000405006090525,0.000542899081093,257
